id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight
530,167285,Alireza Haghighi,191589,1988-05-02 00:00:00,193.04,176
8608,184536,Philippe Coutinho,189242,1992-06-12 00:00:00,170.18,150
7752,38947,Mustapha Jarju Alasan,178374,1986-07-18 00:00:00,182.88,179
11073,36491,Zsolt Low,111191,1979-04-29 00:00:00,180.34,154
8427,27613,Paulinho,164256,1986-01-10 00:00:00,175.26,159
6259,67360,Luca Radice,221640,1987-04-09 00:00:00,180.34,154
3485,37753,Francis Dickoh,130933,1982-12-13 00:00:00,187.96,187
87,495841,Adalberto Penaranda,231638,1997-05-31 00:00:00,182.88,172
10862,67941,Xavier Chen,158260,1983-10-05 00:00:00,175.26,152
3142,199916,Ezequiel Adrian Cirigliano,199666,1992-01-24 00:00:00,172.72,157
7123,429986,Matias Malvino,229482,1992-01-20 00:00:00,187.96,174
5505,364290,Julian Michel,212169,1992-02-19 00:00:00,180.34,150
10496,465728,Tuur Dierckx,216295,1995-05-09 00:00:00,170.18,150
1834,31244,Cicero,156914,1984-08-26 00:00:00,182.88,159
2606,5710,Diederik Boer,9833,1980-09-24 00:00:00,193.04,198
6897,96619,Markel Susaeta,189354,1987-12-14 00:00:00,177.8,150
4816,214570,Jeffrey Schlupp,200759,1992-12-23 00:00:00,177.8,159
10865,149140,Xavier Luissint,188954,1984-01-13 00:00:00,177.8,176
4873,30818,Jermaine Jenas,49076,1983-02-18 00:00:00,177.8,168
6633,96532,Marcello Gazzola,183188,1985-04-03 00:00:00,182.88,172
9177,33344,Romain Poyet,100964,1980-11-25 00:00:00,182.88,176
7815,209387,Nayib Lagouireh,184239,1991-06-06 00:00:00,170.18,146
9325,24903,Russell Martin,162886,1986-01-04 00:00:00,182.88,161
4206,94010,Henri Saivet,183256,1990-10-26 00:00:00,175.26,161
8127,277705,Oliver,205323,1992-08-29 00:00:00,177.8,163
6229,196865,Louis Moult,194925,1992-05-14 00:00:00,182.88,187
10120,41191,Sylvain Marveaux,157310,1986-04-15 00:00:00,172.72,146
5666,37770,Kasper Schmeichel,163587,1986-11-05 00:00:00,185.42,168
10899,354467,Yannick Ferreira-Carrasco,208418,1993-09-04 00:00:00,180.34,146
8557,39977,Peter Franquart,163480,1985-01-04 00:00:00,182.88,181
5154,557342,Jonas Omlin,223550,1994-01-10 00:00:00,187.96,176
3013,161420,Emmanuel Riviere,188289,1990-03-03 00:00:00,182.88,168
9958,306990,Stephane Badji,208015,1990-05-29 00:00:00,180.34,165
3889,41376,Giuseppe De Feudis,157791,1983-07-10 00:00:00,170.18,152
9426,187344,Samir Fazli,193880,1991-04-22 00:00:00,185.42,165
1970,114339,Cristian Maidana,187644,1987-01-24 00:00:00,180.34,163
5331,207511,Jose Izquierdo,219411,1992-07-07 00:00:00,170.18,161
11004,25199,Yves Makaba-Makalamby,152552,1986-01-31 00:00:00,198.12,212
2142,26257,Daniel Jensen,146769,1979-06-25 00:00:00,177.8,161
6106,109638,Leroy Fer,186351,1990-01-05 00:00:00,187.96,174
9070,212770,Roberto Inglese,199559,1991-11-12 00:00:00,185.42,187
2068,25770,Damir Dzombic,161922,1985-01-03 00:00:00,187.96,170
7945,164031,Nicolas Gaitan,184144,1988-02-23 00:00:00,172.72,150
1537,38887,Carlos Acuna,165031,1988-06-23 00:00:00,177.8,157
1966,500791,Cristian Herrera,204280,1991-03-01 00:00:00,187.96,187
7467,120082,Mickael Facchinetti,189115,1991-02-15 00:00:00,182.88,163
4330,40962,Ibson,152828,1983-11-07 00:00:00,177.8,163
4700,37976,Jason Vandelannoite,169170,1986-11-06 00:00:00,177.8,176
1322,410424,Borja Lopez,212129,1994-02-02 00:00:00,193.04,185
4918,174030,Jesus Fernandez,192457,1988-06-11 00:00:00,190.5,183
4542,289159,Jak Alnwick,204354,1993-06-17 00:00:00,187.96,181
8363,322354,Patrick,208114,1991-01-22 00:00:00,177.8,168
5021,319631,Joaquin Correa,215330,1994-08-13 00:00:00,187.96,170
4863,26235,Jeremy Sapina,168294,1985-02-01 00:00:00,187.96,187
5606,150670,Kamil Glik,190547,1988-02-03 00:00:00,190.5,176
3170,41666,Fabiano Santacroce,182177,1986-08-24 00:00:00,180.34,159
848,40659,Anthony Mounier,183870,1987-09-27 00:00:00,175.26,152
3056,23781,Eric Djemba-Djemba,49483,1981-05-04 00:00:00,175.26,179
2669,261609,Dimitri Foulquier,203177,1993-03-23 00:00:00,182.88,172
9027,23979,Robert Elliot,167931,1986-04-30 00:00:00,187.96,205
7638,25849,Mobulu M'Futi,34663,1981-08-28 00:00:00,175.26,165
3158,310355,Fabian Holland,208470,1990-07-11 00:00:00,172.72,163
6638,68436,Marcelo Estigarribia,188992,1987-09-21 00:00:00,180.34,154
6789,148483,Marian Kello,189902,1982-09-05 00:00:00,187.96,192
10079,182637,Stojan Vranjes,222102,1986-10-11 00:00:00,182.88,165
5348,150330,Jose Maria Callejon,185020,1987-02-11 00:00:00,177.8,161
3223,39397,Fabrizio Grillo,178437,1987-02-02 00:00:00,177.8,163
6162,268257,Lima,207924,1991-10-10 00:00:00,177.8,161
6851,43313,Mariusz Pawelek,148518,1981-03-17 00:00:00,185.42,179
8827,25923,Raul Meireles,148224,1983-03-17 00:00:00,180.34,172
407,39204,Alex Calderoni,52951,1976-05-31 00:00:00,182.88,183
10331,42704,Timothy Derijck,177571,1987-05-25 00:00:00,185.42,183
269,289250,Alassane Tambe,192731,1992-01-26 00:00:00,182.88,161
1615,154276,Cedric D'Ulivo,192027,1989-08-29 00:00:00,180.34,165
7332,24208,Micah Richards,169721,1988-06-24 00:00:00,180.34,183
739,72401,Andrej Rendla,183999,1990-10-13 00:00:00,190.5,170
4025,114822,Grzegorz Sandomierski,187857,1989-09-05 00:00:00,195.58,190
1056,361055,Avto,220166,1991-10-03 00:00:00,177.8,154
10342,183449,Tito,145889,1985-07-11 00:00:00,175.26,137
8387,26716,Paul de Lange,27544,1981-02-04 00:00:00,182.88,165
6235,361380,Luan,210373,1988-12-30 00:00:00,182.88,185
3324,304014,Fernando Marcal,207707,1989-02-19 00:00:00,177.8,159
4490,39847,Ivo Ilicevic,177398,1986-11-14 00:00:00,175.26,139
9553,24118,Sean Clohessy,167691,1986-12-12 00:00:00,177.8,163
9407,502421,Sam Gallagher,213905,1995-09-15 00:00:00,193.04,165
2734,74435,Domingo Cisma,171016,1982-02-09 00:00:00,182.88,172
729,45435,Andreas Landgren,181381,1989-03-17 00:00:00,175.26,163
5732,142992,Kevin Brands,191077,1988-03-28 00:00:00,185.42,190
3102,244774,Esmael Goncalves,202557,1991-06-25 00:00:00,182.88,194
663,38170,Andre Mijatovic,169405,1979-12-03 00:00:00,190.5,176
7732,26332,Moussa Sow,172124,1986-01-19 00:00:00,180.34,179
1520,49562,Carl Finnigan,172210,1986-10-01 00:00:00,180.34,163
3196,121286,Fabio Francesco Sciacca,192253,1989-05-16 00:00:00,182.88,170
3741,67333,Geoffrey Treand,188230,1986-01-16 00:00:00,177.8,163
1557,317822,Carlos Gruezo,221860,1995-04-19 00:00:00,170.18,148
10535,36073,Uwe Moehrle,53011,1979-12-03 00:00:00,187.96,176
10386,38799,Tom Soetaers,51580,1980-07-21 00:00:00,175.26,165
10272,130596,Tiago Luis,186762,1989-03-13 00:00:00,175.26,163
6355,42773,Luis Filipe,20776,1979-06-14 00:00:00,182.88,165
8463,98027,Pavel Vidanov,199220,1988-01-08 00:00:00,185.42,174
348,124144,Aleksandar Prijovic,189757,1990-04-21 00:00:00,193.04,192
5168,625167,Jonathan Correia,228294,1994-02-13 00:00:00,175.26,143
8063,164470,Nuno Henrique,203619,1986-10-19 00:00:00,185.42,165
4833,240044,Jens Naessens,200157,1991-04-01 00:00:00,187.96,170
2352,46881,David Fleurival,177361,1984-02-19 00:00:00,182.88,185
9383,384407,Saleh Al-Shehri,211173,1993-11-01 00:00:00,182.88,165
1993,39313,Cristiano Lupatelli,12011,1978-06-21 00:00:00,187.96,185
8924,22427,"Ricardo Pedrinha,27",53797,1978-05-03 00:00:00,177.8,159
7342,40001,Michael Ciani,137114,1984-04-06 00:00:00,193.04,194
8593,30371,Philip Neville,249,1977-01-21 00:00:00,180.34,168
6609,26494,Marc-Antoine Fortune,158196,1981-07-02 00:00:00,182.88,168
2141,33768,Daniel Jarque,110366,1983-01-01 00:00:00,187.96,168
7865,69242,Neves Soares Hermes,165272,1974-09-19 00:00:00,167.64,143
1671,39109,Charlie Adam,155976,1985-12-10 00:00:00,185.42,181
4642,39840,Jan Schlaudraff,126925,1983-07-18 00:00:00,180.34,159
844,24162,Anthony McMahon,164465,1986-03-24 00:00:00,180.34,159
2837,14560,Eden Ben Basat,164880,1986-09-08 00:00:00,182.88,165
1774,92252,Christian Schneuwly,184285,1988-02-07 00:00:00,177.8,161
10770,26686,Wesley Verhoek,172048,1986-09-25 00:00:00,187.96,187
9489,34334,Sanharib Bueyueksal,123116,1984-03-01 00:00:00,177.8,165
4482,40967,Ivanildo,164851,1986-01-09 00:00:00,175.26,174
2686,164105,Diogo Cunha,203787,1986-02-10 00:00:00,170.18,132
10012,23283,Steve Sidwell,134941,1982-12-14 00:00:00,177.8,176
3216,363363,Fabrice Olinga,211214,1996-05-12 00:00:00,172.72,146
5230,154280,Jordan Ayew,197756,1991-09-11 00:00:00,182.88,179
288,38395,Alberto Cifuentes,110638,1979-05-29 00:00:00,187.96,148
6523,45316,Mano,184807,1987-04-09 00:00:00,170.18,148
2034,101969,Dame N'Doye,179875,1985-02-21 00:00:00,185.42,179
6142,32559,Liam Craig,171971,1986-12-27 00:00:00,182.88,181
875,16678,Anton Putsila,186504,1987-06-10 00:00:00,180.34,163
9367,196288,Ryota Morioka,232294,1991-04-12 00:00:00,180.34,154
9501,356960,Santiago Montoya,213260,1991-09-15 00:00:00,172.72,139
10261,264190,Thorgan Hazard,203486,1993-03-29 00:00:00,175.26,152
7306,203940,Mehdi Terki,201845,1991-09-27 00:00:00,185.42,165
1153,25863,Bastien Geiger,170786,1985-02-26 00:00:00,177.8,159
3427,184521,Florian Lejeune,197948,1991-05-20 00:00:00,187.96,179
5456,75199,Juan Ramon Cabrero Juanra,158216,1980-04-24 00:00:00,182.88,172
7003,541330,Marvelous Nakamba,222994,1994-01-19 00:00:00,177.8,157
1643,39419,Cesare Bovo,105866,1983-01-14 00:00:00,180.34,174
5237,17875,Jordan Loties,137987,1984-08-05 00:00:00,190.5,181
10098,208208,Suleyman Koc,211815,1989-06-09 00:00:00,177.8,176
2783,120621,Douglas,187570,1983-03-09 00:00:00,187.96,194
32,32637,Abdessalam Benjelloun,177295,1985-01-28 00:00:00,187.96,179
7690,32746,Morgan De Sanctis,4667,1977-03-26 00:00:00,190.5,181
10822,267992,Wilson Kamavuaka,205085,1990-03-29 00:00:00,187.96,176
7503,317580,Miguel Rodrigues,210555,1993-03-16 00:00:00,187.96,168
10520,42184,Umit Ozat,143659,1976-10-30 00:00:00,185.42,163
6234,179523,Luan,185083,1988-09-21 00:00:00,185.42,165
1861,38113,Claudio Lito,20607,1975-02-03 00:00:00,170.18,143
4576,46651,Jamel Ait Ben Idir,53034,1984-01-10 00:00:00,172.72,165
8032,97363,Nilson,170801,1975-12-26 00:00:00,185.42,176
8050,46120,Nordin Amrabat,183108,1987-03-31 00:00:00,177.8,170
9565,604345,Sebastiaan Brebels,226243,1995-05-05 00:00:00,182.88,165
1675,260969,Charlie I'Anson,219824,1993-07-01 00:00:00,180.34,161
10529,72819,Uros Korun,229666,1987-05-25 00:00:00,187.96,174
10524,451941,Unai Garcia,215569,1992-09-03 00:00:00,177.8,150
305,42121,Alberto Regazzoni,158440,1983-05-04 00:00:00,170.18,143
7833,156556,Nelson Oliveira,189303,1991-08-08 00:00:00,185.42,181
10270,45294,Tiago Gomes,138981,1986-07-29 00:00:00,177.8,176
804,41292,Angel Rodriguez,177633,1987-04-26 00:00:00,172.72,150
2274,355434,Dariusz Formella,215492,1995-10-21 00:00:00,177.8,163
2589,476769,Deyverson,215421,1991-05-08 00:00:00,187.96,172
4652,109649,Jan-Arie van der Heijden,186456,1988-03-03 00:00:00,185.42,157
6475,37945,Mahamadou Dissa,116812,1979-05-18 00:00:00,172.72,150
3461,40656,Francesco Bolzoni,188076,1989-05-07 00:00:00,182.88,176
4561,689987,Jakub Piotrowski,229973,1997-10-04 00:00:00,182.88,172
2298,33048,Darren Pratley,156894,1985-04-22 00:00:00,185.42,152
3408,360156,Florent Zitte,211092,1993-05-17 00:00:00,182.88,165
10998,302079,Yuya Kubo,217242,1993-12-24 00:00:00,177.8,159
10870,278842,Xhelil Abdulla,205252,1991-09-25 00:00:00,190.5,187
974,26630,Arne Slot,51075,1978-09-17 00:00:00,185.42,165
5296,37787,Joris Mathijsen,7814,1980-04-05 00:00:00,182.88,159
5577,640641,Justin Johnson,228760,1996-08-27 00:00:00,170.18,154
5628,37886,Karel D'Haene,143274,1980-09-05 00:00:00,182.88,172
7127,18823,Matias Silvestre,159028,1984-09-25 00:00:00,185.42,172
2493,39107,Dean Shiels,159074,1985-02-01 00:00:00,180.34,146
5748,338295,Kevin Gissi,210586,1992-09-10 00:00:00,180.34,168
351,69018,Aleksandar Todorovski,204257,1984-02-26 00:00:00,180.34,161
6823,35444,Mario Licka,164335,1982-04-30 00:00:00,177.8,163
5681,38711,Keith Andrews,51366,1980-09-13 00:00:00,182.88,172
10733,183532,Walter Fernandez,194974,1989-08-14 00:00:00,172.72,159
1287,47553,Blazey Augustyn,183228,1988-01-26 00:00:00,190.5,187
3991,26327,Gregory Bourillon,134777,1984-07-01 00:00:00,187.96,163
8418,26618,Paul Verhaegh,148839,1983-09-01 00:00:00,177.8,163
160,154950,Adrian Basta,189658,1988-12-01 00:00:00,180.34,172
3600,45376,Fredy,193461,1990-03-27 00:00:00,170.18,150
1132,198099,Bartosz Bereszynski,199763,1992-07-12 00:00:00,182.88,172
4306,213470,Ibai Gomez,199416,1989-11-11 00:00:00,177.8,159
9257,30592,Roy Makaay,10704,1975-03-09 00:00:00,187.96,165
8800,231811,Raoul Loe,198573,1989-01-31 00:00:00,193.04,183
5788,25583,Kevin Smith,173513,1987-03-20 00:00:00,180.34,157
5137,449494,Jon Errasti,201146,1988-06-01 00:00:00,180.34,179
2426,30728,David Trezeguet,5984,1977-10-15 00:00:00,190.5,176
10236,26813,Thomas Kristensen,164626,1983-04-17 00:00:00,187.96,174
6906,71353,Marko Marin,179546,1989-03-13 00:00:00,170.18,141
6207,192079,Lorenzo Crisetig,197926,1993-01-20 00:00:00,182.88,176
1943,109191,Craig Reid,213478,1986-02-26 00:00:00,182.88,174
1303,58499,Bojan Jokic,177149,1986-05-17 00:00:00,175.26,165
6718,179817,Marco Paixao,194083,1984-09-19 00:00:00,185.42,174
4560,464621,Jakub Lukowski,215581,1996-05-25 00:00:00,172.72,148
4472,15732,Ivan Radovanovic,186589,1988-08-29 00:00:00,187.96,176
6220,212643,Lorenzo Tonelli,201049,1990-01-17 00:00:00,182.88,172
3259,438507,Federico Di Francesco,213814,1994-06-14 00:00:00,177.8,157
674,150082,Andre Vilas Boas,53519,1983-06-04 00:00:00,185.42,176
8120,184105,Oliver Kragl,203455,1990-05-12 00:00:00,180.34,170
1699,98401,Chiro N'Toko,202190,1988-01-31 00:00:00,190.5,179
9609,299021,Sebastian Steblecki,208907,1992-01-16 00:00:00,185.42,154
8164,178749,Omer Bayram,193201,1991-07-27 00:00:00,172.72,161
3995,148311,Gregory Delwarte,147915,1978-01-30 00:00:00,185.42,181
6390,185300,Luka Tankulic,195396,1991-06-21 00:00:00,185.42,165
1474,113235,Burim Kukeli,186539,1984-01-16 00:00:00,180.34,159
9580,96540,Sebastian Giovinco,184431,1987-01-26 00:00:00,165.1,130
2969,79262,Emanuele Terranova,183671,1987-02-05 00:00:00,185.42,190
10624,107930,Victor Sanchez Mata,189506,1987-09-08 00:00:00,175.26,159
6262,74009,Luca Rossettini,185163,1985-05-09 00:00:00,187.96,181
5222,42707,Joonas Kolkka,100940,1974-09-28 00:00:00,175.26,154
27,3264,Abdelmalek Cherrad,51868,1981-01-14 00:00:00,185.42,165
7386,196226,Michael Odibe,198634,1988-07-28 00:00:00,190.5,192
9891,10404,Stanislav Vlcek,138479,1976-02-26 00:00:00,182.88,174
9964,26159,Stephane Dumont,138755,1982-09-06 00:00:00,182.88,176
10983,25538,Youssouf Hadji,116368,1980-02-25 00:00:00,182.88,172
8628,280134,Pierre-Yves Ngawa,205578,1992-02-09 00:00:00,180.34,170
10859,179179,Xander Houtkoop,200422,1989-03-26 00:00:00,175.26,157
6276,18576,Lucas Barrios,183177,1984-11-13 00:00:00,187.96,185
812,33850,Angelos Basinas,150263,1976-01-03 00:00:00,177.8,165
9224,22434,Ronny Carlos da Silva,164132,1983-02-25 00:00:00,182.88,163
6249,190562,Luca Ceppitelli,205553,1989-11-08 00:00:00,185.42,183
2713,281338,Djaniny,205427,1991-03-21 00:00:00,187.96,187
5121,208676,John Tshibumbu,199522,1989-01-06 00:00:00,175.26,154
1360,505059,Branco van den Boomen,229158,1995-07-21 00:00:00,190.5,183
1515,43305,Candido Costa,163016,1981-05-30 00:00:00,177.8,161
4372,355363,Ilir Azemi,210314,1992-02-21 00:00:00,190.5,198
8191,80500,Oscar Diaz,171139,1984-04-24 00:00:00,182.88,168
9055,34382,Roberto Abbondanzieri,139036,1972-08-19 00:00:00,185.42,194
9987,33045,Stephen Kelly,152992,1983-09-06 00:00:00,182.88,181
7590,208814,Milosz Przybecki,204512,1991-01-02 00:00:00,175.26,154
1692,38312,Chemcedine El Araichi,51917,1981-05-18 00:00:00,177.8,165
3911,37971,Glenn Verbauwhede,162215,1985-05-19 00:00:00,187.96,176
3583,26347,Frederic Piquionne,49490,1978-12-08 00:00:00,187.96,185
6043,25150,Lee Cattermole,169607,1988-03-21 00:00:00,177.8,168
565,57067,Alvaro Gonzalez,182860,1984-10-29 00:00:00,175.26,159
1684,40707,Cheick Diabate,188325,1988-04-25 00:00:00,193.04,194
7322,291106,Mergim Brahimi,204902,1992-08-08 00:00:00,172.72,143
1393,32825,Brian Kerr,53443,1981-10-12 00:00:00,177.8,146
6382,121854,Luiz Carlos,205420,1988-05-24 00:00:00,190.5,190
3758,104432,Georgi Makaridze,190734,1990-03-31 00:00:00,190.5,187
9930,22386,Stefano Ferrario,184761,1985-03-28 00:00:00,190.5,183
7812,79985,Nauris Bulvitis,218474,1987-03-15 00:00:00,190.5,181
4046,67311,Guillaume Faivre,170785,1987-02-20 00:00:00,187.96,183
3181,34222,Fabio Aurelio,24894,1979-09-24 00:00:00,172.72,163
2329,150320,David Caiado,178623,1987-05-02 00:00:00,175.26,159
7763,38336,Nabil Dirar,177525,1986-08-26 00:00:00,182.88,174
10552,562694,Valentin Lavigne,221862,1994-06-04 00:00:00,180.34,159
3104,214984,Esteban Alvarado,198040,1989-04-28 00:00:00,193.04,187
9536,23837,Scott Dann,157665,1987-02-14 00:00:00,190.5,172
5213,128732,Jonathas,189169,1989-03-06 00:00:00,190.5,187
1374,198777,Brayan Beckeles,219285,1985-11-28 00:00:00,185.42,176
6261,300683,Luca Rizzo,219758,1992-04-24 00:00:00,187.96,176
5753,230819,Kevin Holt,229190,1993-01-25 00:00:00,185.42,154
5183,682552,Jonathan Leko,231408,1999-04-24 00:00:00,182.88,141
2588,602836,Desevio Payne,226174,1995-11-30 00:00:00,182.88,161
7403,23275,Michael Tonge,53842,1983-04-07 00:00:00,182.88,163
977,103964,Arnold Bouka Moutou,184935,1988-11-28 00:00:00,175.26,152
7457,27723,Michele Rinaldi,171098,1987-01-09 00:00:00,182.88,170
5368,116183,Jose Velazquez,196881,1990-09-08 00:00:00,185.42,170
2003,11061,Csaba Horvath,189714,1982-05-02 00:00:00,193.04,181
7040,96646,Massimo Volta,185120,1987-05-14 00:00:00,182.88,172
2871,362121,Edoardo Goldaniga,223524,1993-11-02 00:00:00,187.96,176
7704,25977,Morten Skoubo,45587,1980-06-30 00:00:00,190.5,179
118,170593,Adam Matthews,193768,1992-01-13 00:00:00,177.8,157
9969,41178,Stephane Pichot,6490,1976-09-02 00:00:00,177.8,170
5787,32952,Kevin Rutkiewicz,138244,1980-05-10 00:00:00,185.42,176
1843,161660,Ciro Immobile,192387,1990-02-20 00:00:00,185.42,172
639,38504,Andre Bikey,139245,1985-01-08 00:00:00,182.88,176
2898,212170,Edwin Gyasi,204394,1991-06-01 00:00:00,185.42,168
11036,25906,Ze Manuel,139083,1975-02-22 00:00:00,167.64,143
3789,5686,Gerry Koning,24413,1980-01-01 00:00:00,180.34,159
2923,148329,Elimane Coulibaly,169144,1980-03-15 00:00:00,190.5,196
4562,13376,Jakub Rzezniczak,156259,1986-10-26 00:00:00,182.88,179
1738,242887,Christian Atsu,205601,1992-01-10 00:00:00,172.72,150
7072,502539,Mateusz Wdowiak,222329,1996-08-28 00:00:00,175.26,132
2275,68836,Dariusz Jarecki,177774,1981-03-23 00:00:00,182.88,161
10791,114218,William Buckley,187150,1989-11-21 00:00:00,182.88,183
6104,173465,Leozinho,194127,1988-06-07 00:00:00,170.18,148
4421,78411,Ismael Traore,184873,1986-08-18 00:00:00,182.88,196
7493,71724,Miguel Layun,178322,1988-06-25 00:00:00,177.8,152
6780,30870,Marek Jankulovski,6083,1977-05-09 00:00:00,182.88,181
10676,39496,Vitali Kutuzov,101978,1980-03-20 00:00:00,182.88,183
3511,501543,Franck Honorat,220876,1996-08-11 00:00:00,180.34,154
6959,39000,Martin Amedick,52998,1982-09-06 00:00:00,193.04,187
8432,115488,Paulo Arantes,163072,1986-11-15 00:00:00,182.88,172
8044,134232,Nolan Roux,183982,1988-03-01 00:00:00,182.88,172
7141,303998,Mats van Huijgevoort,202329,1993-01-16 00:00:00,182.88,172
10125,184098,Sylwester Patejuk,204143,1982-11-30 00:00:00,187.96,196
9774,43097,Silva de Souza Eudis,170615,1983-08-05 00:00:00,177.8,159
9618,41101,Sebastien Grax,112243,1984-06-23 00:00:00,180.34,170
9592,30975,Sebastian Mila,148423,1982-07-10 00:00:00,177.8,161
9792,24020,Simon Davies,50525,1979-10-23 00:00:00,177.8,168
10350,27554,Tobias Nickenig,150515,1984-08-01 00:00:00,190.5,201
8081,94558,Obinna Nwaneri,165199,1982-03-18 00:00:00,182.88,176
3508,41177,Franck Dja Djedje,156647,1986-06-02 00:00:00,175.26,159
6080,23882,Leon Britton,140415,1982-09-16 00:00:00,167.64,143
9764,164367,Sidnei,193871,1986-11-02 00:00:00,175.26,157
8994,95225,Rinaldo Cruzado,179695,1984-09-21 00:00:00,177.8,183
5381,294862,Joseph Chalmers,211233,1994-01-03 00:00:00,177.8,159
4922,75606,Jesus Perez Francis,144956,1981-12-17 00:00:00,177.8,154
941,149584,Ariel Nahuelpan,189451,1987-10-15 00:00:00,187.96,203
2384,32446,David Marshall,140498,1985-03-05 00:00:00,190.5,183
1400,186806,Brice Maubleu,196316,1989-12-01 00:00:00,193.04,183
824,97359,Ante Puljic,221376,1987-11-05 00:00:00,187.96,181
1578,56972,Carlos Sanchez,182882,1986-02-06 00:00:00,182.88,181
2876,185196,Edson Eli Montano,201283,1991-03-15 00:00:00,187.96,172
5843,25835,Kim Jaggy,49945,1982-11-14 00:00:00,175.26,165
3101,112107,Erwin Mulder,183567,1989-03-03 00:00:00,193.04,194
7513,196176,Miha Mevlja,216742,1990-06-12 00:00:00,190.5,187
4933,363325,Jim Fenlon,209314,1994-03-03 00:00:00,180.34,168
1308,465730,Boli Bolingoli-Mbombo,215970,1995-07-01 00:00:00,180.34,159
5607,69541,Kamil Grosicki,177922,1988-06-08 00:00:00,180.34,172
7452,458660,Michele Fornasier,206074,1993-08-22 00:00:00,185.42,176
10252,29049,Thomas Scobbie,173987,1988-03-31 00:00:00,182.88,154
7544,24011,Mikel Arteta,45119,1982-03-26 00:00:00,175.26,141
4836,188557,Jens Toornstra,198006,1989-01-01 00:00:00,177.8,174
1884,470836,Clesio Bauque,218614,1994-10-11 00:00:00,175.26,148
2307,104482,Daryl Janmaat,188155,1989-07-22 00:00:00,185.42,176
4480,31310,"Ivan Todorovic,25",198286,1983-09-29 00:00:00,182.88,176
7558,42106,Milaim Rama,47688,1976-02-29 00:00:00,185.42,172
8889,11329,Reynald Lemaitre,142313,1983-06-28 00:00:00,175.26,150
3209,19353,Fabionn Lopes Patrick,164225,1980-09-20 00:00:00,180.34,161
3623,37428,Gabriel Tamas,135537,1983-11-09 00:00:00,187.96,174
5170,317771,Jonathan Cristian Silva,215322,1994-06-29 00:00:00,177.8,159
8806,212863,Raphael Lecomte,184423,1988-05-22 00:00:00,177.8,170
9195,27358,Roman Weidenfeller,2196,1980-08-06 00:00:00,190.5,198
8394,112123,Paul Hanlon,189110,1990-01-01 00:00:00,185.42,141
3661,23782,Gareth Barry,6826,1981-02-23 00:00:00,182.88,174
385,27679,Alessandro Lucarelli,142359,1977-07-22 00:00:00,182.88,172
9687,37718,Sergio Fernandez,110402,1977-05-23 00:00:00,190.5,179
7619,198607,Miroslav Stevanovic,206254,1990-07-29 00:00:00,180.34,159
115,69518,Adam Marciniak,179055,1988-09-28 00:00:00,182.88,181
10404,69835,Tomas Micola,180852,1988-09-26 00:00:00,177.8,165
6443,97699,Lynel Kitambala,186719,1988-10-26 00:00:00,177.8,159
8225,40980,Owain Fon Williams,169898,1987-03-17 00:00:00,193.04,170
9650,66890,Senad Lulic,188427,1986-01-18 00:00:00,182.88,172
958,63520,Armand Traore,169464,1989-10-08 00:00:00,182.88,181
3547,25524,Frank Rost,899,1973-06-30 00:00:00,193.04,203
3317,11827,Fernando Cardozo,135570,1979-03-17 00:00:00,185.42,163
10199,7627,Thierno Bah,45269,1982-10-05 00:00:00,175.26,150
1216,246330,Benjamin Morel,202753,1987-06-10 00:00:00,180.34,154
4262,33793,Hugo Alcantara,14491,1979-07-28 00:00:00,190.5,187
5886,173699,Koro Kone,207538,1989-07-05 00:00:00,177.8,165
7946,26137,Nicolas Gillet,12489,1976-11-08 00:00:00,185.42,185
